distance_km,ngo_members,expiry_hours_left,past_success_rate,allocation_score
74.61,27,36.8,0.23,0.4967
4.19,29,38.2,0.3,0.7147
30.0,112,1.8,0.54,0.6516
19.88,102,6.7,0.76,0.7193
13.14,103,35.6,0.9,0.8965
34.43,16,37.9,0.52,0.5629
13.73,68,23.4,0.8,0.824
8.11,81,6.4,0.66,0.8449
4.54,19,34.7,0.74,0.8702
7.57,57,10.4,0.81,0.7498
12.83,9,30.8,0.15,0.571
12.86,137,36.8,0.97,0.9302
27.67,39,4.3,0.58,0.6381
3.8,139,31.6,0.87,0.8561
4.78,18,27.5,0.62,0.7802
6.59,67,21.6,0.59,0.7678
24.02,93,31.4,0.7,0.766
53.13,34,36.6,0.65,0.592
7.21,73,37.4,0.91,0.7981
9.62,10,28.8,0.53,0.7048
5.88,18,44.0,0.43,0.6998
9.12,26,27.3,0.22,0.569
6.25,59,38.2,0.83,0.8403
22.19,40,7.0,0.67,0.7536
64.57,81,39.2,0.69,0.6151
4.95,89,24.0,0.8,0.8417
14.95,79,35.4,0.76,0.7902
25.13,5,5.4,0.79,0.602
34.67,52,14.8,0.82,0.7315
20.1,10,37.5,0.62,0.7218
37.99,5,13.5,0.3,0.4963
25.77,24,22.9,0.67,0.7663
21.62,14,41.0,0.32,0.5788
4.09,170,37.4,0.69,0.927
10.12,30,30.4,0.36,0.6046
8.23,72,35.3,0.45,0.7942
2.64,76,5.6,0.29,0.7229
33.18,56,2.9,0.83,0.6502
0.79,126,3.6,0.82,0.9175
18.41,31,30.9,0.82,0.7947
14.59,42,28.5,0.42,0.6923
0.51,106,37.0,0.81,0.8817
30.42,30,41.6,0.49,0.5849
15.68,21,41.9,0.36,0.7124
27.06,26,5.4,0.48,0.6247
3.0,140,37.6,0.61,0.7959
27.34,60,27.9,0.58,0.7177
7.06,29,11.3,0.42,0.704
7.29,100,16.9,0.55,0.7771
70.21,137,21.5,0.8,0.6916
1.1,38,34.7,0.68,0.8192
24.24,30,27.5,0.42,0.6799
78.55,93,6.9,0.72,0.5593
3.14,112,44.8,0.94,0.9112
3.8,62,15.1,0.86,0.8873
66.14,97,33.7,0.35,0.4639
26.78,10,11.6,0.38,0.548
5.16,56,11.5,0.55,0.8026
1.13,18,39.2,0.51,0.6894
7.41,60,38.9,0.92,0.8066
2.92,140,26.8,0.83,0.8009
15.04,91,6.2,0.48,0.708
10.72,59,19.5,0.65,0.7617
32.29,13,26.0,0.5,0.6354
55.01,9,42.6,0.4,0.5678
5.3,60,3.2,0.91,0.8537
42.42,8,7.0,0.29,0.4867
4.06,117,40.7,0.97,0.943
7.05,23,29.3,0.07,0.6417
2.23,63,5.5,0.72,0.8769
3.16,16,35.5,0.45,0.8008
19.89,43,9.2,0.88,0.747
17.26,68,20.2,0.5,0.7577
8.93,128,6.3,0.56,0.7888
52.1,121,38.6,0.89,0.8409
11.93,64,8.5,0.7,0.8202
1.45,39,16.3,0.68,0.856
1.81,56,33.9,0.71,0.8532
14.35,13,45.8,0.58,0.7945
30.56,6,8.2,0.4,0.5809
2.34,13,1.4,0.52,0.7489
32.5,100,31.0,0.81,0.7492
27.01,9,41.7,0.33,0.4998
64.76,154,1.2,0.83,0.6228
24.8,39,18.1,0.67,0.7468
31.29,31,15.0,0.67,0.6671
29.28,15,11.7,0.31,0.5036
41.69,65,15.1,0.58,0.723
9.09,17,14.8,0.45,0.6995
7.22,15,3.3,0.44,0.6848
28.7,22,9.9,0.24,0.4946
22.8,299,20.4,0.74,0.8188
5.78,158,30.2,0.94,0.9595
33.92,61,13.2,0.47,0.6754
82.44,89,45.6,0.8,0.5875
62.33,72,43.6,0.83,0.7324
8.36,60,40.7,0.82,0.9222
35.78,40,17.8,0.57,0.7782
18.83,33,38.9,0.69,0.8842
9.64,30,44.9,0.78,0.8276
15.38,49,39.6,0.87,0.7811
18.57,113,38.2,0.74,0.8255
34.62,124,47.4,0.73,0.7377
1.47,40,23.3,0.8,0.8889
2.64,103,35.7,0.83,0.9155
0.86,49,7.8,0.4,0.734
10.41,22,44.9,0.22,0.6956
23.55,15,31.5,0.48,0.6676
66.09,70,3.7,0.48,0.5086
1.05,130,11.3,0.73,0.9312
1.3,31,32.3,0.59,0.7356
21.44,179,1.2,0.7,0.681
3.53,82,11.8,0.88,0.8483
26.78,56,18.5,0.85,0.759
14.7,84,36.8,0.58,0.708
12.05,26,43.1,0.15,0.5969
19.45,24,16.9,0.53,0.7412
11.55,7,33.8,0.4,0.6049
8.03,10,43.1,0.39,0.6723
1.78,10,16.3,0.21,0.624
5.43,38,2.7,0.66,0.6928
33.63,18,22.8,0.15,0.6268
19.52,41,20.5,0.88,0.8327
0.53,8,17.9,0.43,0.6854
95.81,139,17.6,0.81,0.6209
8.84,73,12.1,0.39,0.689
7.15,19,28.1,0.62,0.751
23.71,31,14.2,0.68,0.7433
5.31,58,43.6,0.5,0.7073
9.43,19,11.6,0.61,0.8156
21.38,122,7.6,0.85,0.7028
48.0,107,11.5,0.57,0.6464
25.74,91,8.4,0.47,0.7523
29.45,31,7.2,0.75,0.6455
4.23,115,8.6,0.93,0.7725
49.23,58,17.9,0.54,0.593
35.63,14,26.2,0.24,0.5456
5.86,155,18.0,0.78,0.9041
4.04,144,38.6,0.91,1.0
29.22,145,38.7,0.88,0.8768
4.82,7,36.0,0.64,0.7149
21.83,148,1.5,0.73,0.7422
1.97,5,11.1,0.47,0.674
0.68,18,18.3,0.3,0.7182
13.35,37,31.3,0.81,0.7736
47.71,5,47.6,0.35,0.4842
15.11,10,4.5,0.31,0.5833
35.03,119,26.7,0.73,0.7215
37.65,51,41.4,0.72,0.7175
15.76,75,35.3,0.43,0.7209
21.32,27,36.0,0.67,0.675
33.87,89,33.5,0.6,0.6817
7.79,24,33.8,0.41,0.6764
61.46,24,41.0,0.49,0.5366
67.47,15,6.4,0.39,0.5379
22.52,7,1.2,0.22,0.4247
0.51,33,34.5,0.72,0.8037
24.49,82,14.2,0.4,0.7083
98.08,71,13.9,0.29,0.4811
7.4,18,30.0,0.55,0.7383
8.23,47,4.8,0.57,0.8139
11.17,15,28.3,0.68,0.663
36.5,38,12.6,0.67,0.7501
29.27,18,25.4,0.21,0.5539
3.44,47,15.4,0.77,0.8795
27.43,18,16.0,0.48,0.559
4.03,25,38.7,0.05,0.4993
6.94,235,19.7,0.88,0.8754
0.58,5,7.7,0.67,0.7702
4.05,61,44.8,0.72,0.7832
5.75,252,3.0,0.99,0.9459
0.51,31,8.7,0.3,0.6716
52.53,34,40.5,0.65,0.6433
7.35,5,34.4,0.33,0.5904
1.89,25,4.8,0.36,0.6542
2.71,122,28.6,0.69,0.8863
42.24,27,46.7,0.17,0.5935
3.7,124,15.2,0.84,0.9185
7.53,140,11.3,0.79,0.8766
4.22,24,28.6,0.53,0.8259
20.38,27,34.8,0.42,0.558
7.95,74,1.6,0.39,0.6651
14.96,25,40.0,0.63,0.7119
5.29,34,44.4,0.9,0.7925
18.76,33,36.7,0.68,0.771
25.72,12,40.6,0.28,0.6056
3.71,28,7.7,0.51,0.7801
35.47,208,28.2,0.9,0.7357
1.47,93,2.2,0.36,0.7735
22.14,44,7.0,0.58,0.6413
9.63,55,36.9,0.83,0.8088
54.58,27,6.1,0.32,0.4948
9.04,97,42.4,0.74,0.8117
28.3,14,7.1,0.35,0.6704
38.68,10,29.7,0.15,0.518
19.39,221,28.4,0.85,0.8411
69.41,142,11.1,0.87,0.6519
22.39,80,22.0,0.45,0.7217
53.24,26,42.7,0.22,0.583
19.76,42,1.2,0.59,0.5899
42.83,23,28.9,0.25,0.6622
4.75,17,10.1,0.37,0.7006
24.79,18,29.9,0.41,0.6139
1.87,67,47.4,0.53,0.8559
26.44,19,19.2,0.47,0.5943
15.11,103,26.3,0.58,0.8801
4.99,21,21.7,0.43,0.7926
21.36,21,44.2,0.13,0.5513
1.45,163,33.7,0.95,0.9517
13.57,10,12.3,0.53,0.6976
31.3,77,28.2,0.75,0.7632
1.18,30,47.3,0.51,0.8078
14.31,53,21.5,0.66,0.8369
2.29,86,20.8,0.16,0.745
4.31,26,8.9,0.33,0.6433
9.47,6,40.9,0.57,0.6966
6.42,45,4.5,0.65,0.843
9.54,49,20.0,0.79,0.8723
9.65,107,9.0,0.89,0.8557
21.67,240,27.1,0.81,0.8288
27.84,34,36.7,0.8,0.6915
62.69,43,22.7,0.66,0.6854
4.57,62,17.2,0.44,0.7831
21.65,32,24.5,0.53,0.6987
5.07,43,36.6,0.4,0.6477
5.9,77,19.2,0.24,0.7954
0.82,8,34.9,0.4,0.7155
1.03,42,16.7,0.69,0.8002
88.46,58,37.5,0.69,0.5401
28.54,17,16.2,0.61,0.7537
23.43,52,31.2,0.45,0.7542
28.55,40,7.0,0.5,0.571
16.33,21,1.0,0.8,0.7402
14.74,11,31.2,0.27,0.6491
8.19,27,17.3,0.54,0.7383
29.08,47,19.1,0.61,0.7483
33.01,42,9.3,0.81,0.6805
24.61,19,16.2,0.31,0.5867
2.81,49,30.8,0.57,0.835
75.31,27,39.6,0.43,0.4754
12.33,110,38.1,0.85,0.8895
44.82,46,46.0,0.31,0.6463
2.39,14,13.5,0.54,0.7436
12.62,5,1.6,0.57,0.5998
12.74,66,47.7,0.87,0.8456
16.57,9,20.1,0.1,0.5256
12.83,32,34.2,0.71,0.8542
11.72,5,19.8,0.58,0.6279
3.14,70,36.5,0.86,0.8329
41.75,94,20.6,0.7,0.7225
5.45,66,25.8,0.36,0.7737
12.7,35,26.1,0.59,0.7724
15.06,31,40.1,0.64,0.7586
2.36,74,30.5,0.73,0.8622
3.76,38,6.4,0.68,0.8691
70.32,11,41.7,0.82,0.5399
13.52,82,42.1,0.34,0.7382
11.78,50,43.2,0.39,0.6973
24.01,37,36.1,0.68,0.7773
9.02,59,45.6,0.47,0.7232
6.43,29,10.2,0.35,0.6065
5.5,26,29.3,0.31,0.6841
25.41,9,32.2,0.84,0.7526
5.92,26,1.2,0.58,0.6922
14.78,83,36.5,0.32,0.7601
1.98,58,6.3,0.63,0.8848
30.12,38,43.6,0.74,0.7201
11.45,38,14.5,0.64,0.7542
36.43,63,11.0,0.48,0.647
25.19,26,29.2,0.52,0.6581
14.16,70,31.9,0.81,0.7914
8.94,87,37.4,0.74,0.8099
0.76,32,17.0,0.68,0.7574
2.7,70,38.3,0.75,0.7927
9.87,80,11.3,0.56,0.7074
3.63,42,33.6,0.56,0.8526
10.67,213,7.2,0.58,0.8449
49.21,7,10.1,0.45,0.5408
21.12,15,27.0,0.83,0.7491
8.38,80,23.1,0.62,0.8373
3.75,56,2.6,0.84,0.8707
0.82,37,30.4,0.39,0.708
14.61,64,10.8,0.46,0.7228
71.34,147,47.9,0.97,0.8202
7.89,7,34.3,0.36,0.6797
39.22,42,32.8,0.76,0.7341
0.56,66,27.1,0.79,0.8606
4.16,21,12.9,0.22,0.5294
12.91,106,2.8,0.84,0.731
6.32,81,27.7,0.57,0.8379
13.91,59,17.1,0.37,0.7983
1.66,57,16.4,0.66,0.923
21.29,45,37.1,0.76,0.7124
2.47,154,6.0,0.88,0.9015
14.86,83,46.6,0.63,0.7216
7.81,58,24.2,0.52,0.7431
8.51,49,35.6,0.42,0.7451
25.38,26,38.2,0.73,0.7753
14.88,54,20.5,0.4,0.6975
24.5,42,7.3,0.76,0.7259
9.57,51,21.1,0.81,0.8187
19.57,80,44.3,0.64,0.7877
3.87,77,14.6,0.69,0.8382
25.51,83,4.3,0.44,0.7166
10.46,20,3.4,0.21,0.5589
7.07,37,17.7,0.7,0.764
33.33,44,30.6,0.74,0.722
37.58,27,34.1,0.81,0.7803
59.39,95,15.7,0.81,0.6625
3.14,5,44.2,0.08,0.5614
4.51,169,44.3,0.74,0.8879
35.01,63,9.5,0.27,0.6271
19.54,71,9.5,0.68,0.8414
9.79,10,31.8,0.32,0.6913
24.13,144,9.4,0.88,0.8246
6.49,86,20.4,0.52,0.7749
29.63,10,1.8,0.58,0.6158
2.83,21,15.1,0.72,0.7512
10.04,38,9.2,0.63,0.7754
1.22,5,9.6,0.27,0.6651
23.83,24,11.5,0.68,0.6581
10.88,8,35.1,0.21,0.504
11.23,102,32.0,0.53,0.8852
53.05,8,18.6,0.47,0.513
1.02,24,37.1,0.5,0.6498
5.26,30,33.9,0.69,0.783
34.97,137,12.4,0.78,0.795
71.19,40,26.5,0.44,0.4935
1.22,100,45.2,0.92,0.9699
23.51,31,33.4,0.66,0.6865
27.37,141,2.9,0.79,0.7071
10.98,42,35.8,0.45,0.6443
0.61,30,36.6,0.31,0.6824
12.61,14,30.5,0.65,0.7213
6.2,6,34.7,0.71,0.7649
50.62,30,24.7,0.3,0.5534
3.18,32,30.5,0.63,0.8189
16.89,50,26.3,0.81,0.8699
4.64,22,24.7,0.11,0.6259
17.52,44,28.0,0.89,0.8535
6.11,49,21.3,0.7,0.7871
2.09,9,3.6,0.52,0.6918
9.59,55,10.2,0.52,0.6445
52.09,113,31.0,0.93,0.7878
0.71,23,25.3,0.73,0.875
36.64,19,36.4,0.38,0.6237
14.25,26,33.5,0.85,0.7863
18.64,58,35.1,0.92,0.8008
4.39,6,21.8,0.54,0.6464
7.73,18,27.9,0.42,0.7531
1.02,6,26.0,0.34,0.6327
17.16,22,47.9,0.14,0.5446
2.76,51,41.6,0.45,0.6854
3.56,72,26.1,0.94,0.8289
28.15,41,41.5,0.86,0.768
11.35,50,6.0,0.28,0.7466
20.26,10,36.2,0.27,0.6561
9.31,70,26.9,0.46,0.7081
8.26,57,13.9,0.55,0.7888
1.19,47,16.9,0.84,0.8593
16.77,22,20.8,0.69,0.8053
6.47,94,29.7,0.42,0.6871
5.27,76,5.1,0.5,0.7687
41.16,9,45.5,0.29,0.5783
2.87,148,17.5,0.79,0.8928
44.27,54,40.2,0.49,0.6398
4.24,142,3.1,0.9,0.9498
24.61,156,5.8,0.94,0.8196
43.46,13,11.1,0.15,0.447
9.36,31,17.4,0.68,0.7457
4.92,16,9.0,0.81,0.7632
18.89,27,11.6,0.1,0.5778
9.25,6,11.5,0.17,0.5921
22.11,18,27.6,0.41,0.6396
5.97,11,10.8,0.4,0.6094
44.08,45,30.3,0.71,0.7401
11.87,26,14.1,0.56,0.7553
31.44,6,2.6,0.72,0.5194
5.45,25,7.0,0.29,0.6159
46.16,9,11.1,0.42,0.4992
41.48,167,11.4,0.67,0.6855
1.96,67,8.1,0.52,0.7696
39.3,14,23.0,0.55,0.6062
18.65,67,40.6,0.74,0.756
17.85,28,32.0,0.54,0.6682
6.76,46,40.2,0.62,0.7827
5.88,169,12.2,0.89,0.9782
17.49,15,36.7,0.33,0.7336
4.61,121,38.7,0.69,0.8615
14.83,139,21.7,0.73,0.8232
12.58,20,35.8,0.53,0.7408
33.32,28,6.3,0.5,0.6039
2.86,110,21.9,0.89,0.9058
18.35,162,16.3,0.74,0.6915
78.53,129,28.4,0.62,0.641
11.88,7,12.5,0.41,0.6046
15.72,5,20.2,0.89,0.7578
14.43,55,9.7,0.46,0.7461
2.67,6,40.3,0.27,0.5812
4.7,11,4.6,0.5,0.7352
8.29,23,12.7,0.36,0.6409
10.74,69,5.6,0.51,0.7227
13.81,24,1.4,0.85,0.6398
7.63,20,24.4,0.39,0.6962
11.32,27,46.0,0.35,0.6756
96.35,166,33.5,0.73,0.5543
19.54,9,5.9,0.42,0.6385
43.95,7,34.7,0.61,0.5805
33.83,34,40.8,0.62,0.6849
24.35,60,25.3,0.71,0.7465
2.81,11,21.0,0.41,0.6951
26.1,23,2.1,0.33,0.5517
6.65,14,6.1,0.59,0.7245
37.87,35,16.2,0.63,0.6503
7.22,115,28.7,0.88,0.9158
6.97,107,35.2,0.86,0.8935
20.29,32,13.9,0.73,0.7634
5.85,35,15.8,0.57,0.6806
46.15,14,29.7,0.55,0.6075
29.64,15,35.6,0.37,0.6164
23.45,5,18.1,0.56,0.727
6.16,45,43.2,0.34,0.8491
47.44,42,33.5,0.48,0.6868
22.64,16,28.9,0.46,0.6613
0.89,27,2.9,0.34,0.6955
21.43,27,29.3,0.24,0.6351
19.32,45,33.1,0.7,0.8035
5.26,16,37.1,0.37,0.6056
9.83,57,34.0,0.77,0.9219
22.47,17,24.9,0.46,0.7196
5.49,77,9.4,0.55,0.7356
28.67,7,24.1,0.37,0.5155
23.41,55,10.5,0.72,0.796
24.66,8,40.1,0.79,0.6966
43.65,40,25.9,0.69,0.6864
21.38,56,35.2,0.72,0.7962
21.4,11,16.6,0.42,0.5434
18.12,7,13.2,0.56,0.6553
27.98,18,4.0,0.56,0.6565
56.73,260,45.0,0.56,0.7043
69.57,164,23.4,0.91,0.7946
2.86,37,23.7,0.5,0.7073
30.5,31,40.1,0.46,0.7312
8.43,27,46.6,0.45,0.6598
15.82,225,11.1,0.66,0.7767
10.22,97,15.0,0.58,0.8089
0.51,15,9.3,0.14,0.6205
18.56,76,39.5,0.63,0.7429
36.82,34,43.6,0.86,0.6347
29.56,26,30.6,0.66,0.6956
1.0,98,1.0,0.88,0.9679
20.98,56,18.6,0.43,0.7393
21.97,122,29.7,0.71,0.8709
11.66,57,34.1,0.79,0.7929
4.41,87,8.0,0.47,0.729
0.99,28,15.3,0.68,0.8263
4.2,296,38.9,0.79,0.9941
17.89,57,3.9,0.67,0.7785
42.25,94,17.2,0.75,0.7017
6.91,7,28.4,0.43,0.6828
100.0,162,34.2,0.42,0.5298
62.69,38,41.5,0.7,0.5758
43.9,47,6.1,0.74,0.7547
11.52,48,10.9,0.43,0.6575
3.36,176,21.1,0.8,0.8082
11.33,30,33.9,0.58,0.7028
18.24,72,35.3,0.14,0.6695
8.3,83,24.2,0.39,0.7063
11.79,10,20.0,0.37,0.6468
37.69,33,47.6,0.32,0.6633
15.05,43,40.6,0.58,0.7699
52.26,71,3.5,0.41,0.4527
12.07,136,38.3,0.76,0.8347
1.32,55,18.0,0.67,0.8298
7.58,63,14.4,0.72,0.8749
30.23,65,17.4,0.64,0.7077
43.53,19,11.6,0.25,0.3588
16.3,13,16.2,0.47,0.6992
14.54,39,47.6,0.59,0.7998
7.18,59,22.4,0.61,0.8834
4.42,40,21.6,0.62,0.6207
1.49,129,1.6,0.96,0.8397
2.34,12,23.9,0.35,0.6483
6.98,60,33.3,0.65,0.7663
8.63,112,26.0,0.91,0.8438
35.85,215,26.1,0.86,0.8185
19.88,5,31.8,0.65,0.7491
20.87,11,43.2,0.52,0.7581
61.31,128,31.3,0.84,0.6731
2.43,15,26.3,0.27,0.6714
2.18,21,22.7,0.32,0.7272
42.46,43,44.3,0.84,0.7116
12.11,57,12.5,0.38,0.5982
15.77,27,14.4,0.23,0.5714
20.17,51,19.4,0.79,0.7572
43.91,29,6.7,0.44,0.6067
20.85,126,33.9,0.84,0.8599
2.1,7,22.8,0.46,0.6871
30.12,16,38.8,0.12,0.5545
24.71,7,2.9,0.7,0.6231
12.71,11,12.6,0.24,0.5514
21.96,95,47.1,0.4,0.7126
30.35,115,36.7,0.68,0.7527
9.63,39,30.8,0.73,0.7694
3.14,153,34.1,0.8,0.9197
6.97,34,33.6,0.58,0.7395
8.03,67,22.4,0.72,0.8222
23.47,14,15.6,0.35,0.5955
66.37,19,47.8,0.66,0.6377
6.54,55,30.0,0.49,0.8142
59.51,57,32.8,0.53,0.6958
3.27,21,4.1,0.3,0.6416
8.86,171,7.4,0.93,0.9574
2.71,42,18.6,0.73,0.8321
2.55,59,7.9,0.66,0.8815
30.07,145,26.6,0.61,0.7936
12.74,131,35.9,0.85,0.8367
39.92,95,11.1,0.9,0.7834
17.23,59,29.4,0.81,0.831
4.38,59,43.1,0.58,0.7565
39.9,37,14.1,0.57,0.7285
40.01,17,42.3,0.55,0.679
16.0,11,42.7,0.19,0.6638
43.57,26,1.9,0.61,0.5309
21.85,88,34.8,0.76,0.796
5.07,242,34.0,0.55,0.8297
16.91,139,13.0,0.97,0.8734
23.29,9,26.5,0.64,0.6751
27.54,13,29.0,0.11,0.44
26.69,19,1.7,0.47,0.5465
15.39,5,45.5,0.54,0.646
0.57,24,45.7,0.62,0.7133
40.73,81,45.7,0.61,0.7182
25.46,86,5.3,0.65,0.7359
30.81,58,38.8,0.64,0.7436
6.03,7,14.4,0.59,0.6645
24.28,98,21.9,0.62,0.825
60.23,152,18.3,0.89,0.8056
1.86,28,6.1,0.19,0.6929
15.35,20,35.6,0.35,0.6194
33.35,124,12.7,0.77,0.7757
22.55,26,24.6,0.4,0.7016
21.58,45,1.0,0.58,0.676
42.02,13,43.2,0.45,0.6254
30.03,58,4.8,0.94,0.7068
4.5,21,22.8,0.31,0.7036
2.4,37,39.9,0.74,0.835
7.21,7,24.3,0.57,0.7377
100.0,48,44.6,0.7,0.5577
19.01,13,6.1,0.34,0.6141
13.88,71,17.4,0.67,0.6804
7.72,35,36.1,0.66,0.7845
20.81,56,17.8,0.47,0.6838
1.4,11,20.8,0.33,0.6837
6.31,24,32.3,0.24,0.6876
11.16,26,37.6,0.42,0.7007
10.98,84,29.6,0.53,0.8091
2.43,38,3.7,0.82,0.8051
30.84,81,38.9,0.56,0.6732
12.38,44,11.7,0.55,0.7618
14.98,12,4.2,0.32,0.5488
1.68,11,15.2,0.59,0.7316
7.27,82,33.3,0.58,0.8036
6.93,12,5.9,0.48,0.7392
6.77,20,32.5,0.43,0.7509
33.63,141,19.4,0.98,0.876
31.59,46,44.3,0.8,0.6951
9.76,13,35.1,0.72,0.7356
2.95,17,28.2,0.42,0.7025
3.47,26,18.8,0.25,0.645
8.0,197,23.7,0.81,0.8742
2.72,33,21.5,0.46,0.6798
17.13,36,18.6,0.6,0.7112
47.19,17,6.3,0.29,0.5104
14.27,82,7.1,0.86,0.8236
12.85,51,43.0,0.82,0.7939
44.9,86,45.8,0.24,0.5947
42.06,58,39.2,0.76,0.7497
19.33,29,29.8,0.88,0.7717
23.52,27,10.8,0.25,0.6312
5.18,54,6.2,0.77,0.9156
6.88,7,3.6,0.55,0.6998
12.94,20,21.1,0.41,0.7006
1.44,145,14.8,0.8,0.9059
20.68,17,5.4,0.2,0.5282
55.93,47,20.9,0.62,0.6724
26.72,25,45.0,0.4,0.6691
5.27,12,4.7,0.24,0.6343
27.7,52,9.4,0.88,0.7968
10.17,51,7.0,0.37,0.7224
4.8,70,30.9,0.75,0.8797
6.94,26,25.5,0.81,0.6787
27.11,63,32.4,0.71,0.7748
18.99,22,47.4,0.22,0.613
8.9,101,38.2,0.93,0.8951
8.19,42,3.1,0.31,0.7397
0.76,74,7.1,0.43,0.6854
6.13,8,41.6,0.44,0.6379
49.43,11,25.3,0.63,0.5962
89.61,421,34.4,0.93,0.732
0.59,20,41.7,0.25,0.7429
0.51,36,13.5,0.91,0.8159
49.94,14,28.2,0.72,0.5933
35.46,80,14.1,0.27,0.6051
26.97,15,6.8,0.4,0.6119
7.24,27,34.6,0.68,0.8645
15.8,106,44.9,0.78,0.8315
14.56,18,16.7,0.15,0.5625
29.51,30,40.1,0.42,0.7152
3.87,59,20.1,0.66,0.8371
12.84,32,20.3,0.32,0.6208
1.11,7,27.8,0.58,0.733
3.79,7,24.6,0.65,0.6858
9.36,59,10.0,0.95,0.898
20.9,116,47.7,0.76,0.776
14.89,42,47.2,0.93,0.8715
3.49,30,26.3,0.63,0.771
28.33,53,10.6,0.59,0.7223
45.38,74,25.7,0.59,0.6894
7.86,27,16.5,0.27,0.6237
17.63,90,14.6,0.7,0.8199
2.69,8,34.2,0.37,0.7125
33.76,117,23.7,0.88,0.8375
0.85,84,37.5,0.84,0.9387
81.91,15,23.6,0.44,0.4994
32.23,107,40.8,0.75,0.7649
64.92,49,41.1,0.35,0.4761
31.4,8,8.4,0.68,0.7257
16.7,27,17.3,0.19,0.6494
9.94,33,22.4,0.82,0.8602
18.52,88,5.5,0.35,0.7146
4.05,218,38.8,0.85,0.9344
1.73,25,47.0,0.59,0.7242
8.74,16,45.3,0.2,0.5636
19.07,24,39.4,0.61,0.818
8.48,23,3.8,0.44,0.7179
20.08,14,32.1,0.52,0.6279
14.28,42,39.6,0.6,0.7298
2.37,30,4.6,0.27,0.6717
3.64,49,21.7,0.75,0.7865
20.14,79,22.9,0.91,0.7313
2.73,33,31.1,0.66,0.7754
8.86,23,41.4,0.45,0.7421
28.44,15,43.9,0.67,0.6955
16.99,36,19.7,0.48,0.6624
24.4,46,46.4,0.78,0.7464
23.25,14,31.5,0.33,0.6234
30.01,19,4.4,0.54,0.533
29.34,20,14.4,0.68,0.6485
11.18,15,42.4,0.66,0.7539
21.84,11,42.8,0.38,0.5946
43.26,92,16.0,0.82,0.73
18.32,9,10.8,0.42,0.5857
24.39,23,42.2,0.71,0.6535
19.21,73,26.2,0.37,0.6799
4.87,115,40.3,0.77,0.8608
5.93,49,3.2,0.73,0.905
6.46,21,4.6,0.08,0.5309
5.28,19,22.6,0.68,0.8028
31.99,84,1.8,0.64,0.6241
34.1,83,44.1,0.82,0.7709
56.41,25,18.7,0.18,0.5458
22.8,42,16.3,0.8,0.7062
51.1,40,35.0,0.48,0.6112
3.31,105,47.2,0.97,0.8841
19.23,26,17.1,0.31,0.6067
28.97,34,37.5,0.82,0.7101
1.56,62,36.2,0.88,0.8923
20.08,69,32.8,0.73,0.8486
6.56,17,39.8,0.83,0.7897
1.88,37,43.4,0.7,0.8612
11.38,26,33.8,0.11,0.6315
1.2,22,22.1,0.18,0.6299
8.8,69,12.1,0.57,0.7489
25.84,60,9.3,0.68,0.74
17.1,59,24.9,0.61,0.7258
11.07,119,45.8,0.87,0.8182
21.62,79,42.5,0.46,0.6412
10.84,53,10.7,0.64,0.6818
12.51,18,27.6,0.5,0.7087
4.2,154,11.2,0.8,0.8497
1.7,6,26.0,0.5,0.7321
9.18,12,31.4,0.62,0.6554
5.11,19,12.2,0.29,0.6567
6.45,39,33.3,0.64,0.758
24.24,21,36.0,0.54,0.7201
3.82,7,26.1,0.6,0.774
1.31,36,12.2,0.46,0.7223
11.16,56,8.2,0.63,0.8385
16.11,48,41.4,0.82,0.8755
100.0,19,7.4,0.13,0.3454
2.62,12,24.1,0.73,0.8027
14.83,84,19.9,0.53,0.721
2.39,15,22.8,0.45,0.8523
0.67,14,24.4,0.38,0.7425
7.11,34,1.4,0.53,0.7175
20.84,82,4.2,0.72,0.7804
4.59,49,6.1,0.75,0.7807
0.81,5,3.4,0.66,0.6831
11.04,18,5.3,0.58,0.7074
53.19,39,24.6,0.27,0.6273
12.36,42,39.9,0.53,0.6841
66.43,25,47.2,0.45,0.5904
30.57,36,3.5,0.89,0.6897
26.58,100,5.1,0.16,0.5804
19.63,39,14.8,0.64,0.722
11.2,106,11.1,0.87,0.8685
4.13,103,29.2,0.84,0.8697
4.38,23,13.7,0.1,0.6336
28.59,76,45.9,0.63,0.6457
8.02,27,17.0,0.38,0.6171
10.92,17,17.3,0.3,0.6096
7.13,171,20.5,0.77,0.8551
4.9,52,21.4,0.68,0.7716
0.78,47,39.2,0.91,0.9635
43.64,37,1.4,0.53,0.5119
18.95,26,40.8,0.11,0.6237
27.88,79,40.6,0.48,0.7433
18.92,7,44.4,0.34,0.6327
100.0,26,6.9,0.63,0.5222
32.94,75,10.6,0.72,0.6587
25.5,50,47.4,0.56,0.6847
65.85,5,12.2,0.29,0.3638
42.74,40,45.2,0.22,0.5022
9.03,120,26.3,0.92,0.8909
5.6,29,24.2,0.29,0.6987
1.0,117,47.0,0.97,0.908
19.67,26,23.3,0.17,0.6066
3.05,149,7.1,0.58,0.8451
6.44,64,17.1,0.67,0.7547
8.7,67,12.0,0.38,0.6968
3.29,82,31.8,0.46,0.7591
28.69,22,35.1,0.88,0.6628
85.54,123,25.8,0.78,0.6392
4.02,71,30.3,0.84,0.875
15.32,66,47.5,0.77,0.7704
11.1,83,10.5,0.51,0.8271
56.23,21,35.9,0.43,0.5088
6.86,6,13.1,0.19,0.5676
